timestamp,demand_mw,pt_demand_mw,es_demand_mw,irradiance_w_m2,ambient_temperature_c,wind_speed_m_s,pt_irradiance_w_m2,es_irradiance_w_m2,pt_ambient_temperature_c,es_ambient_temperature_c,pt_wind_speed_m_s,es_wind_speed_m_s,pt_hydro_inflow_mw_water,es_hydro_inflow_mw_water,import_price_eur_per_mwh
2024-06-26T17:00:00Z,38193.781851,6569.833712,31623.948139,573.610618,27.117449,7.662347,548.671026,598.55021,24.493959,28.740939,8.01411,7.982982,1764.484141,2806.198146,93.222816
2024-06-26T18:00:00Z,39779.124448,6800.591707,32978.53274,399.17304,26.169419,7.482737,381.81769,416.52839,23.735535,27.603302,7.808842,8.03923,1764.484141,2806.198146,89.809907
2024-06-26T19:00:00Z,41275.006018,7094.720746,34180.285272,204.719259,25.112605,7.3,195.818422,213.620097,22.890084,26.335126,7.6,8.087569,1764.484141,2806.198146,95.005377
2024-06-26T20:00:00Z,42020.365403,7354.003199,34666.362205,0.0,24.0,7.117263,0.0,0.0,22.0,25.0,7.391158,8.127631,1764.484141,2806.198146,91.0
2024-06-26T21:00:00Z,41638.125743,7458.746637,34179.379106,0.0,24.0,6.937653,0.0,0.0,22.0,25.0,7.18589,8.159111,1764.484141,2806.198146,91.0
2024-06-26T22:00:00Z,40328.139033,7353.997755,32974.141278,0.0,24.0,6.764243,0.0,0.0,22.0,25.0,6.987707,8.181769,1764.484141,2806.198146,82.0
2024-06-26T23:00:00Z,38701.028268,7094.684646,31606.343621,0.0,24.0,6.6,0.0,0.0,22.0,25.0,6.8,8.195434,1764.484141,2806.198146,82.0
2024-06-27T00:00:00Z,35774.641399,6336.685329,29437.95607,0.0,24.0,6.447734,0.0,0.0,22.0,25.0,6.625982,8.2,1645.454423,2493.801854,82.0
2024-06-27T01:00:00Z,35796.951533,6345.785374,29451.166159,0.0,24.0,6.310051,0.0,0.0,22.0,25.0,6.468629,8.195434,1645.454423,2493.801854,82.0
2024-06-27T02:00:00Z,35863.602965,6370.142305,29493.46066,0.0,24.0,6.189305,0.0,0.0,22.0,25.0,6.330635,8.181769,1645.454423,2493.801854,82.0
2024-06-27T03:00:00Z,36030.983166,6424.318207,29606.664959,0.0,24.0,6.087564,0.0,0.0,22.0,25.0,6.214359,8.159111,1645.454423,2493.801854,82.0
2024-06-27T04:00:00Z,36381.955019,6523.495407,29858.459612,0.0,24.0,6.006569,0.0,0.0,22.0,25.0,6.121793,8.127631,1645.454423,2493.801854,82.0
2024-06-27T05:00:00Z,36989.815218,6670.407328,30319.40789,0.0,24.0,5.947704,0.0,0.0,22.0,25.0,6.054519,8.087569,1645.454423,2493.801854,82.0
2024-06-27T06:00:00Z,37842.744094,6840.530079,31002.214014,0.0,24.0,5.911977,0.0,0.0,22.0,25.0,6.013688,8.03923,1645.454423,2493.801854,82.0
2024-06-27T07:00:00Z,38774.29152,6981.393537,31792.897983,204.719259,25.112605,5.9,195.818422,213.620097,22.890084,26.335126,6.0,7.982982,1645.454423,2493.801854,86.005377
2024-06-27T08:00:00Z,39484.149032,7036.55283,32447.596202,399.17304,26.169419,5.911977,381.81769,416.52839,23.735535,27.603302,6.013688,7.919253,1645.454423,2493.801854,89.809907
2024-06-27T09:00:00Z,39685.39001,6981.394411,32703.9956,573.610618,27.117449,5.947704,548.671026,598.55021,24.493959,28.740939,6.054519,7.848528,1645.454423,2493.801854,93.222816
2024-06-27T10:00:00Z,39288.43081,6840.53839,32447.89242,719.284964,27.909157,6.006569,688.011705,750.558223,25.127326,29.690989,6.121793,7.771345,1645.454423,2493.801854,96.072967
2024-06-27T11:00:00Z,38465.28993,6670.471941,31794.817989,828.891358,28.504844,6.087564,792.852604,864.930113,25.603875,30.405813,6.214359,7.688292,1645.454423,2493.801854,98.21744
2024-06-27T12:00:00Z,37536.223937,6523.90859,31012.315347,896.933679,28.87464,6.189305,857.936563,935.930796,25.899712,30.849567,6.330635,7.6,1645.454423,2493.801854,99.548702
2024-06-27T13:00:00Z,36789.606729,6426.491606,30363.115124,920.0,29.0,6.310051,880.0,960.0,26.0,31.0,6.468629,7.507142,1645.454423,2493.801854,100.0
2024-06-27T14:00:00Z,36393.568007,6379.546313,30014.021694,896.933679,28.87464,6.447734,857.936563,935.930796,25.899712,30.849567,6.625982,7.410424,1645.454423,2493.801854,99.548702
2024-06-27T15:00:00Z,36441.36077,6379.255966,30062.104804,828.891358,28.504844,6.6,792.852604,864.930113,25.603875,30.405813,6.8,7.310583,1645.454423,2493.801854,98.21744
2024-06-27T16:00:00Z,37024.957485,6434.67734,30590.280145,719.284964,27.909157,6.764243,688.011705,750.558223,25.127326,29.690989,6.987707,7.208378,1645.454423,2493.801854,96.072967
2024-06-27T17:00:00Z,38193.781851,6569.833712,31623.948139,573.610618,27.117449,6.937653,548.671026,598.55021,24.493959,28.740939,7.18589,7.104587,1645.454423,2493.801854,93.222816
2024-06-27T18:00:00Z,39779.124448,6800.591707,32978.53274,399.17304,26.169419,7.117263,381.81769,416.52839,23.735535,27.603302,7.391158,7.0,1645.454423,2493.801854,89.809907
2024-06-27T19:00:00Z,41275.006018,7094.720746,34180.285272,204.719259,25.112605,7.3,195.818422,213.620097,22.890084,26.335126,7.6,6.895413,1645.454423,2493.801854,95.005377
2024-06-27T20:00:00Z,42020.365403,7354.003199,34666.362205,0.0,24.0,7.482737,0.0,0.0,22.0,25.0,7.808842,6.791622,1645.454423,2493.801854,91.0
2024-06-27T21:00:00Z,41638.125743,7458.746637,34179.379106,0.0,24.0,7.662347,0.0,0.0,22.0,25.0,8.01411,6.689417,1645.454423,2493.801854,91.0
2024-06-27T22:00:00Z,40328.139033,7353.997755,32974.141278,0.0,24.0,7.835757,0.0,0.0,22.0,25.0,8.212293,6.589576,1645.454423,2493.801854,82.0
2024-06-27T23:00:00Z,38701.028268,7094.684646,31606.343621,0.0,24.0,8.0,0.0,0.0,22.0,25.0,8.4,6.492858,1645.454423,2493.801854,82.0
2024-06-28T00:00:00Z,35774.641399,6336.685329,29437.95607,0.0,24.0,8.152266,0.0,0.0,22.0,25.0,8.574018,6.4,1454.545577,2299.025952,82.0
2024-06-28T01:00:00Z,35796.951533,6345.785374,29451.166159,0.0,24.0,8.289949,0.0,0.0,22.0,25.0,8.731371,6.311708,1454.545577,2299.025952,82.0
2024-06-28T02:00:00Z,35863.602965,6370.142305,29493.46066,0.0,24.0,8.410695,0.0,0.0,22.0,25.0,8.869365,6.228655,1454.545577,2299.025952,82.0
2024-06-28T03:00:00Z,36030.983166,6424.318207,29606.664959,0.0,24.0,8.512436,0.0,0.0,22.0,25.0,8.985641,6.151472,1454.545577,2299.025952,82.0
2024-06-28T04:00:00Z,36381.955019,6523.495407,29858.459612,0.0,24.0,8.593431,0.0,0.0,22.0,25.0,9.078207,6.080747,1454.545577,2299.025952,82.0
2024-06-28T05:00:00Z,36989.815218,6670.407328,30319.40789,0.0,24.0,8.652296,0.0,0.0,22.0,25.0,9.145481,6.017018,1454.545577,2299.025952,82.0
2024-06-28T06:00:00Z,37842.744094,6840.530079,31002.214014,0.0,24.0,8.688023,0.0,0.0,22.0,25.0,9.186312,5.96077,1454.545577,2299.025952,82.0
2024-06-28T07:00:00Z,38774.29152,6981.393537,31792.897983,204.719259,25.112605,8.7,195.818422,213.620097,22.890084,26.335126,9.2,5.912431,1454.545577,2299.025952,86.005377
2024-06-28T08:00:00Z,39484.149032,7036.55283,32447.596202,399.17304,26.169419,8.688023,381.81769,416.52839,23.735535,27.603302,9.186312,5.872369,1454.545577,2299.025952,89.809907
2024-06-28T09:00:00Z,39685.39001,6981.394411,32703.9956,573.610618,27.117449,8.652296,548.671026,598.55021,24.493959,28.740939,9.145481,5.840889,1454.545577,2299.025952,93.222816
2024-06-28T10:00:00Z,39288.43081,6840.53839,32447.89242,719.284964,27.909157,8.593431,688.011705,750.558223,25.127326,29.690989,9.078207,5.818231,1454.545577,2299.025952,96.072967
2024-06-28T11:00:00Z,38465.28993,6670.471941,31794.817989,828.891358,28.504844,8.512436,792.852604,864.930113,25.603875,30.405813,8.985641,5.804566,1454.545577,2299.025952,98.21744
2024-06-28T12:00:00Z,37536.223937,6523.90859,31012.315347,896.933679,28.87464,8.410695,857.936563,935.930796,25.899712,30.849567,8.869365,5.8,1454.545577,2299.025952,99.548702
2024-06-28T13:00:00Z,36789.606729,6426.491606,30363.115124,920.0,29.0,8.289949,880.0,960.0,26.0,31.0,8.731371,5.804566,1454.545577,2299.025952,100.0
2024-06-28T14:00:00Z,36393.568007,6379.546313,30014.021694,896.933679,28.87464,8.152266,857.936563,935.930796,25.899712,30.849567,8.574018,5.818231,1454.545577,2299.025952,99.548702
2024-06-28T15:00:00Z,36441.36077,6379.255966,30062.104804,828.891358,28.504844,8.0,792.852604,864.930113,25.603875,30.405813,8.4,5.840889,1454.545577,2299.025952,98.21744
2024-06-28T16:00:00Z,37024.957485,6434.67734,30590.280145,719.284964,27.909157,7.835757,688.011705,750.558223,25.127326,29.690989,8.212293,5.872369,1454.545577,2299.025952,96.072967
2024-06-28T17:00:00Z,38193.781851,6569.833712,31623.948139,573.610618,27.117449,7.662347,548.671026,598.55021,24.493959,28.740939,8.01411,5.912431,1454.545577,2299.025952,93.222816
2024-06-28T18:00:00Z,39779.124448,6800.591707,32978.53274,399.17304,26.169419,7.482737,381.81769,416.52839,23.735535,27.603302,7.808842,5.96077,1454.545577,2299.025952,89.809907
2024-06-28T19:00:00Z,41275.006018,7094.720746,34180.285272,204.719259,25.112605,7.3,195.818422,213.620097,22.890084,26.335126,7.6,6.017018,1454.545577,2299.025952,95.005377
2024-06-28T20:00:00Z,42020.365403,7354.003199,34666.362205,0.0,24.0,7.117263,0.0,0.0,22.0,25.0,7.391158,6.080747,1454.545577,2299.025952,91.0
2024-06-28T21:00:00Z,41638.125743,7458.746637,34179.379106,0.0,24.0,6.937653,0.0,0.0,22.0,25.0,7.18589,6.151472,1454.545577,2299.025952,91.0
2024-06-28T22:00:00Z,40328.139033,7353.997755,32974.141278,0.0,24.0,6.764243,0.0,0.0,22.0,25.0,6.987707,6.228655,1454.545577,2299.025952,82.0
2024-06-28T23:00:00Z,38701.028268,7094.684646,31606.343621,0.0,24.0,6.6,0.0,0.0,22.0,25.0,6.8,6.311708,1454.545577,2299.025952,82.0
2024-06-29T00:00:00Z,33501.429209,5829.750503,27671.678706,0.0,24.0,6.447734,0.0,0.0,22.0,25.0,6.625982,6.4,1335.515859,2368.540666,82.0
2024-06-29T01:00:00Z,33522.218734,5838.122544,27684.096189,0.0,24.0,6.310051,0.0,0.0,22.0,25.0,6.468629,6.492858,1335.515859,2368.540666,82.0
2024-06-29T02:00:00Z,33584.383941,5860.530921,27723.85302,0.0,24.0,6.189305,0.0,0.0,22.0,25.0,6.330635,6.589576,1335.515859,2368.540666,82.0
2024-06-29T03:00:00Z,33740.637812,5910.372751,27830.265061,0.0,24.0,6.087564,0.0,0.0,22.0,25.0,6.214359,6.689417,1335.515859,2368.540666,82.0
2024-06-29T04:00:00Z,34068.56781,6001.615774,28066.952035,0.0,24.0,6.006569,0.0,0.0,22.0,25.0,6.121793,6.791622,1335.515859,2368.540666,82.0
2024-06-29T05:00:00Z,34637.018158,6136.774741,28500.243417,0.0,24.0,5.947704,0.0,0.0,22.0,25.0,6.054519,6.895413,1335.515859,2368.540666,82.0
2024-06-29T06:00:00Z,35435.368846,6293.287673,29142.081174,0.0,24.0,5.911977,0.0,0.0,22.0,25.0,6.013688,7.0,1335.515859,2368.540666,82.0
2024-06-29T07:00:00Z,36308.206158,6422.882054,29885.324104,204.719259,25.112605,5.9,195.818422,213.620097,22.890084,26.335126,6.0,7.104587,1335.515859,2368.540666,86.005377
2024-06-29T08:00:00Z,36974.369033,6473.628604,30500.740429,399.17304,26.169419,5.911977,381.81769,416.52839,23.735535,27.603302,6.013688,7.208378,1335.515859,2368.540666,89.809907
2024-06-29T09:00:00Z,37164.638722,6422.882858,30741.755864,573.610618,27.117449,5.947704,548.671026,598.55021,24.493959,28.740939,6.054519,7.310583,1335.515859,2368.540666,93.222816
2024-06-29T10:00:00Z,36794.314193,6293.295319,30501.018874,719.284964,27.909157,6.006569,688.011705,750.558223,25.127326,29.690989,6.121793,7.410424,1335.515859,2368.540666,96.072967
2024-06-29T11:00:00Z,36023.963095,6136.834186,29887.12891,828.891358,28.504844,6.087564,792.852604,864.930113,25.603875,30.405813,6.214359,7.507142,1335.515859,2368.540666,98.21744
2024-06-29T12:00:00Z,35153.572329,6001.995903,29151.576426,896.933679,28.87464,6.189305,857.936563,935.930796,25.899712,30.849567,6.330635,7.6,1335.515859,2368.540666,99.548702
2024-06-29T13:00:00Z,34453.700494,5912.372277,28541.328216,920.0,29.0,6.310051,880.0,960.0,26.0,31.0,6.468629,7.688292,1335.515859,2368.540666,100.0
2024-06-29T14:00:00Z,34082.363001,5869.182608,28213.180393,896.933679,28.87464,6.447734,857.936563,935.930796,25.899712,30.849567,6.625982,7.771345,1335.515859,2368.540666,99.548702
2024-06-29T15:00:00Z,34127.294004,5868.915489,28258.378515,828.891358,28.504844,6.6,792.852604,864.930113,25.603875,30.405813,6.8,7.848528,1335.515859,2368.540666,98.21744
2024-06-29T16:00:00Z,34674.766489,5919.903152,28754.863337,719.284964,27.909157,6.764243,688.011705,750.558223,25.127326,29.690989,6.987707,7.919253,1335.515859,2368.540666,96.072967
2024-06-29T17:00:00Z,35770.758266,6044.247015,29726.511251,573.610618,27.117449,6.937653,548.671026,598.55021,24.493959,28.740939,7.18589,7.982982,1335.515859,2368.540666,93.222816
2024-06-29T18:00:00Z,37256.365147,6256.544371,30999.820776,399.17304,26.169419,7.117263,381.81769,416.52839,23.735535,27.603302,7.391158,8.03923,1335.515859,2368.540666,89.809907
2024-06-29T19:00:00Z,38656.611242,6527.143086,32129.468155,204.719259,25.112605,7.3,195.818422,213.620097,22.890084,26.335126,7.6,8.087569,1335.515859,2368.540666,95.005377
2024-06-29T20:00:00Z,39352.063415,6765.682943,32586.380472,0.0,24.0,7.482737,0.0,0.0,22.0,25.0,7.808842,8.127631,1335.515859,2368.540666,91.0
2024-06-29T21:00:00Z,38990.663265,6862.046906,32128.61636,0.0,24.0,7.662347,0.0,0.0,22.0,25.0,8.01411,8.159111,1335.515859,2368.540666,91.0
2024-06-29T22:00:00Z,37761.370736,6765.677935,30995.692802,0.0,24.0,7.835757,0.0,0.0,22.0,25.0,8.212293,8.181769,1335.515859,2368.540666,82.0
2024-06-29T23:00:00Z,36237.072879,6527.109875,29709.963004,0.0,24.0,8.0,0.0,0.0,22.0,25.0,8.4,8.195434,1335.515859,2368.540666,82.0
2024-06-30T00:00:00Z,33501.429209,5829.750503,27671.678706,0.0,24.0,8.152266,0.0,0.0,22.0,25.0,8.574018,8.2,1377.997074,2650.0,82.0
2024-06-30T01:00:00Z,33522.218734,5838.122544,27684.096189,0.0,24.0,8.289949,0.0,0.0,22.0,25.0,8.731371,8.195434,1377.997074,2650.0,82.0
2024-06-30T02:00:00Z,33584.383941,5860.530921,27723.85302,0.0,24.0,8.410695,0.0,0.0,22.0,25.0,8.869365,8.181769,1377.997074,2650.0,82.0
2024-06-30T03:00:00Z,33740.637812,5910.372751,27830.265061,0.0,24.0,8.512436,0.0,0.0,22.0,25.0,8.985641,8.159111,1377.997074,2650.0,82.0
2024-06-30T04:00:00Z,34068.56781,6001.615774,28066.952035,0.0,24.0,8.593431,0.0,0.0,22.0,25.0,9.078207,8.127631,1377.997074,2650.0,82.0
2024-06-30T05:00:00Z,34637.018158,6136.774741,28500.243417,0.0,24.0,8.652296,0.0,0.0,22.0,25.0,9.145481,8.087569,1377.997074,2650.0,82.0
